#{"t_start": 1652081926.9261253, "env_id": "TrajectoryGenerationURSim-v0"}
r,l,t
1.720106,133,31131.936918
1.922598,40,31155.338222
1.913054,52,31167.944824
1.930628,45,31182.643112
1.869695,63,31197.045771
1.891386,79,31216.14538
1.732951,155,31240.704443
-0.419414,300,31281.951011
1.963042,24,31313.9835
1.435707,242,31340.356345
1.87427,54,31369.733902
1.878914,66,31384.557256
1.770155,93,31403.026286
1.885864,47,31420.963346
1.838504,78,31436.367465
-0.625364,300,31479.468942
-1.408599,175,31527.591677
1.911819,48,31551.398471
-0.575369,300,31587.778527
1.886814,90,31625.336562
1.772651,90,31648.542812
1.870166,52,31665.659271
1.580661,165,31692.049282
-1.815444,196,31729.995847
1.909789,39,31751.424989
-0.488145,300,31787.940525
1.796812,69,31824.41572
1.878621,56,31842.131827
1.908189,41,31857.971097
1.906801,45,31869.874329
1.747927,115,31890.26807
1.903516,46,31914.678401
1.881904,48,31926.204504
1.931156,45,31940.743374
1.91707,39,31954.333682
1.927112,38,31966.487896
1.696268,129,31985.994174
1.839833,104,32013.548796
1.984436,15,32028.939643
1.871847,55,32037.8115
1.804098,89,32056.521522
-0.539968,300,32099.673043
1.725064,81,32140.406502
1.771598,113,32165.790186
1.889713,47,32187.718346
1.887936,49,32202.368404
-0.408172,300,32239.933788
1.929789,39,32267.645733
-0.493594,300,32301.91954
1.865596,55,32340.697596
1.92386,39,32355.098852
1.857123,72,32369.182853
1.830445,85,32391.723952
1.944262,38,32412.246736
1.941943,34,32423.201768
1.936775,55,32436.00261
1.92523,37,32451.776257
1.888306,45,32461.7507
1.896917,56,32476.798592
1.897824,43,32491.098849
-0.802038,300,32527.057427
1.818684,64,32573.561119
1.918245,44,32592.380507
1.945206,47,32605.714201
1.914765,38,32620.787269
1.909946,41,32632.504458
1.87782,48,32644.612132
1.88783,44,32657.198047
1.893667,81,32672.93733
1.960753,27,32687.605107
1.973897,19,32694.561535
1.663168,281,32725.819668
1.910253,59,32758.521221
1.92508,37,32771.826013
-0.377969,300,32806.494153
1.784289,91,32844.928301
1.96246,24,32863.172095
1.901997,41,32873.267296
1.990183,11,32883.862303
1.812773,80,32895.799196
-1.219462,115,32917.762043
1.894922,43,32936.735727
1.926859,57,33051.054728
1.945707,43,33061.927561
1.927279,36,33072.999374
1.915761,53,33085.216178
1.86453,97,33103.316884
1.832662,75,33122.283536
1.883864,62,33139.351046
1.7883,115,33161.642585
1.943467,31,33181.798643
1.932348,33,33193.053422
1.937732,41,33203.343574
1.88104,73,33217.88062
1.834752,76,33238.805812
1.89047,48,33253.468417
1.909376,43,33266.079404
1.828034,61,33280.187416
1.931252,49,33294.491665
1.969493,21,33304.197782
1.832844,72,33315.909559
1.646528,215,33349.093842
1.961596,24,33376.917564
1.840778,82,33390.389311
1.8768,53,33408.42914
-0.427861,300,33443.508195
1.89079,44,33478.548389
1.890474,50,33491.366223
1.940147,30,33504.310915
1.969733,27,33514.478245
1.841507,69,33526.27717
1.817222,94,33545.219079
1.831247,61,33564.552871
1.771361,94,33583.564409
-1.386257,114,33606.657182
1.98129,16,33629.294279
1.798979,63,33639.34792
1.896141,43,33653.773327
1.877978,55,33668.115742
1.958071,30,33680.809356
1.378603,266,33709.989357
1.883094,69,33746.438852
-1.135897,63,33763.220986
1.841636,71,33779.895587
1.910091,70,33802.373492
1.807783,68,33816.661372
1.868874,115,33838.398741
1.971584,31,33858.913856
1.863793,56,33870.383157
1.844608,63,33887.013427
1.914506,38,33899.806377
1.960641,23,33908.371683
1.900702,67,33920.26706
1.958321,38,33934.258451
1.873243,57,33945.680312
1.775712,106,33966.178493
-0.341291,300,34011.018309
1.870747,52,34049.409918
1.793828,74,34066.097436
1.887596,53,34082.96194
-1.147592,59,34098.329579
1.90117,41,34112.227689
1.868302,75,34128.111578
1.940989,34,34142.258343
1.977631,21,34151.271803
1.94856,43,34159.267744
1.844869,67,34174.758099
-1.097382,41,34189.700196
1.9499,50,34204.172889
1.865159,67,34220.31726
1.979574,23,34235.361838
1.971432,33,34243.161248
-1.209136,300,34277.093821
1.71107,87,34310.849627
1.878152,58,34329.328985
1.719347,88,34348.73825
1.762836,135,34375.35122
1.642835,189,34412.510738
1.906837,75,34442.824533
1.935134,52,34458.473001
1.883142,51,34473.497039
-0.621962,300,34508.86463
1.801549,67,34547.68671
1.973279,32,34561.525381
1.710029,85,34574.674161
1.839368,83,34596.844337
1.849443,59,34613.081668
1.95181,40,34628.879087
1.942098,32,34639.4412
-0.677825,300,34672.308867
1.801289,68,34704.148153
1.96739,22,34718.490982
1.656983,112,34734.892459
1.840403,78,34757.502118
1.916781,39,34774.159142
1.744174,100,34794.336951
1.797995,97,34819.830642
1.882214,64,34838.934123
1.873478,76,34859.184499
1.543968,121,34884.528526
1.831559,81,34907.49474
1.896994,47,34924.11997
1.895737,46,34938.294423
1.834191,92,34955.766598
1.888122,46,34976.538062
1.916416,38,34989.036572
1.848853,110,35009.792913
-1.139899,59,35034.325113
1.90058,58,35051.065861
1.795465,62,35068.521711
1.936235,36,35084.77212
1.978352,21,35093.71435
1.930627,36,35102.559077
1.690359,97,35119.29688
1.69124,98,35146.201764
